entityId|creationTm|_epk|nation|stage|winner|carFede|carBomber|weather|time|seasonID|rallyID|stageProgrInRally
281|2019-06-09T22:57:35.132|276-277-3|[1,Monaco]|[81,Monaco-3]|BOMBER|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|276|277|3
282|2019-06-09T22:57:35.132|276-277-4|[1,Monaco]|[82,Monaco-4]|BOMBER|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|276|277|4
284|2019-06-09T23:19:49.165|276-283-0|[2,Sweden]|[83,Sweden-0]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|283|0
285|2019-06-09T23:19:49.165|276-283-1|[2,Sweden]|[84,Sweden-1]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|283|1
286|2019-06-09T23:19:49.166|276-283-2|[2,Sweden]|[85,Sweden-2]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|283|2
287|2019-06-09T23:19:49.166|276-283-3|[2,Sweden]|[86,Sweden-3]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|283|3
298|2019-06-15T00:45:04.707|276-297-0|[3,Mexico]|[88,Mexico-0]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|297|0
299|2019-06-15T00:45:04.708|276-297-1|[3,Mexico]|[89,Mexico-1]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|297|1
300|2019-06-15T00:45:04.708|276-297-2|[3,Mexico]|[90,Mexico-2]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|297|2
301|2019-06-15T00:45:04.709|276-297-3|[3,Mexico]|[91,Mexico-3]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|297|3
302|2019-06-15T00:45:04.709|276-297-4|[3,Mexico]|[92,Mexico-4]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|297|4
307|2019-06-16T01:17:24.586|276-306-0|[4,Argentina]|[93,Argentina-0]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|306|0
308|2019-06-16T01:17:24.587|276-306-1|[4,Argentina]|[94,Argentina-1]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|306|1
309|2019-06-16T01:17:24.587|276-306-2|[4,Argentina]|[95,Argentina-2]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|276|306|2
311|2019-06-16T01:41:48.439|276-310-0|[5,Portugal]|[98,Portugal-0]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|310|0
312|2019-06-16T01:41:48.44|276-310-1|[5,Portugal]|[99,Portugal-1]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|310|1
313|2019-06-16T01:41:48.44|276-310-2|[5,Portugal]|[100,Portugal-2]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|310|2
316|2019-06-18T21:11:03.51|276-315-0|[6,Italy]|[103,Italy-0]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|276|315|0
317|2019-06-18T21:11:03.511|276-315-1|[6,Italy]|[104,Italy-1]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|276|315|1
318|2019-06-18T21:11:03.511|276-315-2|[6,Italy]|[105,Italy-2]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|276|315|2
319|2019-06-18T21:11:03.512|276-315-3|[6,Italy]|[106,Italy-3]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|276|315|3
321|2019-06-18T21:36:03.945|276-320-0|[7,Poland]|[108,Poland-0]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|320|0
322|2019-06-18T21:36:03.946|276-320-1|[7,Poland]|[109,Poland-1]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|320|1
323|2019-06-18T21:36:03.946|276-320-2|[7,Poland]|[110,Poland-2]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|320|2
324|2019-06-18T21:36:03.947|276-320-3|[7,Poland]|[111,Poland-3]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|320|3
326|2019-06-18T21:55:10.984|276-325-0|[8,Finland]|[113,Finland-0]|FEDE|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|276|325|0
327|2019-06-18T21:55:10.986|276-325-1|[8,Finland]|[114,Finland-1]|FEDE|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|276|325|1
328|2019-06-18T21:55:10.987|276-325-2|[8,Finland]|[115,Finland-2]|FEDE|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|276|325|2
333|2019-06-21T21:27:55.971|276-332-0|[9,Germany]|[118,Germany-0]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|332|0
334|2019-06-21T21:27:55.971|276-332-1|[9,Germany]|[119,Germany-1]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|332|1
335|2019-06-21T21:27:55.972|276-332-2|[9,Germany]|[120,Germany-2]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|332|2
336|2019-06-21T21:27:55.972|276-332-3|[9,Germany]|[121,Germany-3]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|276|332|3
338|2019-06-21T22:01:11.533|276-337-0|[10,China]|[123,China-0]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|337|0
339|2019-06-21T22:01:11.533|276-337-1|[10,China]|[124,China-1]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|337|1
340|2019-06-21T22:01:11.533|276-337-2|[10,China]|[125,China-2]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|337|2
341|2019-06-21T22:01:11.534|276-337-3|[10,China]|[123,China-0]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|276|337|3
344|2019-06-21T22:31:05.365|342-343-0|[1,Monaco]|[78,Monaco-0]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|343|0
345|2019-06-21T22:31:05.365|342-343-1|[1,Monaco]|[79,Monaco-1]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|343|1
346|2019-06-21T22:31:05.366|342-343-2|[1,Monaco]|[80,Monaco-2]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|343|2
347|2019-06-21T22:31:05.366|342-343-3|[1,Monaco]|[81,Monaco-3]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|343|3
349|2019-06-21T22:57:44.76|342-348-0|[2,Sweden]|[83,Sweden-0]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|348|0
350|2019-06-21T22:57:44.76|342-348-1|[2,Sweden]|[84,Sweden-1]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|348|1
351|2019-06-21T22:57:44.76|342-348-2|[2,Sweden]|[85,Sweden-2]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|348|2
352|2019-06-21T22:57:44.76|342-348-3|[2,Sweden]|[86,Sweden-3]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|348|3
353|2019-06-21T22:57:44.761|342-348-4|[2,Sweden]|[87,Sweden-4]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|348|4
355|2019-06-21T23:22:20.691|342-354-0|[3,Mexico]|[88,Mexico-0]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|354|0
356|2019-06-21T23:22:20.692|342-354-1|[3,Mexico]|[89,Mexico-1]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|354|1
357|2019-06-21T23:22:20.692|342-354-2|[3,Mexico]|[90,Mexico-2]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|354|2
358|2019-06-21T23:22:20.692|342-354-3|[3,Mexico]|[91,Mexico-3]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|354|3
359|2019-06-21T23:22:20.693|342-354-4|[3,Mexico]|[92,Mexico-4]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|354|4
361|2019-06-21T23:49:24.602|342-360-0|[4,Argentina]|[93,Argentina-0]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|360|0
362|2019-06-21T23:49:24.602|342-360-1|[4,Argentina]|[94,Argentina-1]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|360|1
363|2019-06-21T23:49:24.603|342-360-2|[4,Argentina]|[95,Argentina-2]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|360|2
365|2019-06-22T00:18:35.288|342-364-0|[5,Portugal]|[98,Portugal-0]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|364|0
366|2019-06-22T00:18:35.289|342-364-1|[5,Portugal]|[99,Portugal-1]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|364|1
367|2019-06-22T00:18:35.289|342-364-2|[5,Portugal]|[100,Portugal-2]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|364|2
368|2019-06-22T00:18:35.289|342-364-3|[5,Portugal]|[101,Portugal-3]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|364|3
370|2019-06-22T00:45:04.896|342-369-0|[6,Italy]|[103,Italy-0]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|369|0
371|2019-06-22T00:45:04.897|342-369-1|[6,Italy]|[104,Italy-1]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|369|1
372|2019-06-22T00:45:04.897|342-369-2|[6,Italy]|[105,Italy-2]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|369|2
373|2019-06-22T00:45:04.897|342-369-3|[6,Italy]|[106,Italy-3]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|369|3
380|2019-06-23T22:23:16.845|342-379-0|[7,Poland]|[108,Poland-0]|BOMBER|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|342|379|0
381|2019-06-23T22:23:16.846|342-379-1|[7,Poland]|[109,Poland-1]|BOMBER|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|342|379|1
382|2019-06-23T22:23:16.847|342-379-2|[7,Poland]|[110,Poland-2]|BOMBER|[77,MINI John Cooper Works]|[77,MINI John Cooper Works]|CLEAR_SKY|DAWN|342|379|2
384|2019-06-23T22:43:47.652|342-383-0|[8,Finland]|[113,Finland-0]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|383|0
385|2019-06-23T22:43:47.652|342-383-1|[8,Finland]|[114,Finland-1]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|383|1
386|2019-06-23T22:43:47.653|342-383-2|[8,Finland]|[115,Finland-2]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|383|2
387|2019-06-23T22:43:47.653|342-383-3|[8,Finland]|[116,Finland-3]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|383|3
389|2019-06-23T23:03:40.737|342-388-0|[9,Germany]|[118,Germany-0]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|388|0
390|2019-06-23T23:03:40.737|342-388-1|[9,Germany]|[119,Germany-1]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|388|1
391|2019-06-23T23:03:40.737|342-388-2|[9,Germany]|[120,Germany-2]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|388|2
393|2019-06-23T23:39:19.133|342-392-0|[10,China]|[123,China-0]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|392|0
394|2019-06-23T23:39:19.133|342-392-1|[10,China]|[124,China-1]|FEDE|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|392|1
395|2019-06-23T23:39:19.134|342-392-2|[10,China]|[125,China-2]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|392|2
396|2019-06-23T23:39:19.135|342-392-3|[10,China]|[123,China-0]|BOMBER|[73,Ford Fiesta RS]|[73,Ford Fiesta RS]|CLEAR_SKY|DAWN|342|392|3
398|2019-06-24T00:08:31.94|342-397-0|[11,France]|[126,France-0]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|397|0
399|2019-06-24T00:08:31.941|342-397-1|[11,France]|[127,France-1]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|397|1
400|2019-06-24T00:08:31.941|342-397-2|[11,France]|[128,France-2]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|397|2
401|2019-06-24T00:08:31.942|342-397-3|[11,France]|[129,France-3]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|397|3
402|2019-06-24T00:08:31.942|342-397-4|[11,France]|[126,France-0]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|342|397|4
409|2019-07-04T21:57:59.43|342-408-0|[12,Spain]|[130,Spain-0]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|408|0
410|2019-07-04T21:57:59.433|342-408-1|[12,Spain]|[131,Spain-1]|BOMBER|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|408|1
411|2019-07-04T21:57:59.434|342-408-2|[12,Spain]|[132,Spain-2]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|408|2
412|2019-07-04T21:57:59.434|342-408-3|[12,Spain]|[133,Spain-3]|FEDE|[76,Volkswagen Polo R]|[76,Volkswagen Polo R]|CLEAR_SKY|DAWN|342|408|3
414|2019-07-04T22:18:57.12|342-413-0|[13,United Kingdom]|[135,United Kingdom-0]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|413|0
415|2019-07-04T22:18:57.121|342-413-1|[13,United Kingdom]|[136,United Kingdom-1]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|413|1
416|2019-07-04T22:18:57.121|342-413-2|[13,United Kingdom]|[137,United Kingdom-2]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|413|2
417|2019-07-04T22:18:57.122|342-413-3|[13,United Kingdom]|[138,United Kingdom-3]|FEDE|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|342|413|3
423|2019-12-29T20:16:04.636|420-422-0|[14,Australia]|[140,Australia-0]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|420|422|0
424|2019-12-29T20:16:05.242|420-422-1|[14,Australia]|[141,Australia-1]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|420|422|1
425|2019-12-29T20:16:05.87|420-422-2|[14,Australia]|[142,Australia-2]|BOMBER|[74,Hyundai i20]|[74,Hyundai i20]|CLEAR_SKY|DAWN|420|422|2
427|2019-12-29T20:32:10.998|420-426-0|[13,United Kingdom]|[135,United Kingdom-0]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|420|426|0
428|2019-12-29T20:32:10.998|420-426-1|[13,United Kingdom]|[136,United Kingdom-1]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|420|426|1
429|2019-12-29T20:26:53.842|420-426-2|[13,United Kingdom]|[137,United Kingdom-2]|BOMBER|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|420|426|2
430|2019-12-29T20:32:10.999|420-426-3|[13,United Kingdom]|[138,United Kingdom-3]|FEDE|[75,Citroen DS 3]|[75,Citroen DS 3]|CLEAR_SKY|DAWN|420|426|3
