168||151|165|2||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T01:27:56.89
170||151|169|0||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T02:47:12.244
171||151|169|1||FEDE|||CLEAR_SKY|DAWN|2019-05-26T02:47:12.245
172||151|169|2||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T02:47:12.246
173||151|169|3||FEDE|||CLEAR_SKY|DAWN|2019-05-26T02:47:12.247
174||151|169|4||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T02:47:12.248
176||151|175|0||FEDE|||CLEAR_SKY|DAWN|2019-05-26T03:21:49.128
177||151|175|1||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T03:21:49.129
178||151|175|2||BOMBER|||CLEAR_SKY|DAWN|2019-05-26T03:21:49.13
179||151|175|3||FEDE|||CLEAR_SKY|DAWN|2019-05-26T03:21:49.131
180||151|175|4||FEDE|||CLEAR_SKY|DAWN|2019-05-26T03:21:49.132
182||151|181|0||FEDE|||CLEAR_SKY|DAWN|2019-06-01T00:01:06.725
183||151|181|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:01:06.73
184||151|181|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:01:06.732
185||151|181|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:01:06.732
187||151|186|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:33:12.557
188||151|186|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:33:12.558
189||151|186|2||FEDE|||CLEAR_SKY|DAWN|2019-06-01T00:33:12.558
190||151|186|3||FEDE|||CLEAR_SKY|DAWN|2019-06-01T00:33:12.559
191||151|186|4||FEDE|||CLEAR_SKY|DAWN|2019-06-01T00:33:12.56
193||151|192|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:52:26.492
194||151|192|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:52:26.493
195||151|192|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-01T00:52:26.494
199||151|198|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-02T22:00:43.374
200||151|198|1||FEDE|||CLEAR_SKY|DAWN|2019-06-02T22:00:43.374
201||151|198|2||FEDE|||CLEAR_SKY|DAWN|2019-06-02T22:00:43.375
202||151|198|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-02T22:00:43.375
203||151|198|4||BOMBER|||CLEAR_SKY|DAWN|2019-06-02T22:00:43.376
205||151|204|0||FEDE|||CLEAR_SKY|DAWN|2019-06-02T22:38:41.537
206||151|204|1||FEDE|||CLEAR_SKY|DAWN|2019-06-02T22:38:41.538
207||151|204|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-02T22:38:41.539
208||151|204|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-02T22:38:41.539
209||151|204|4||FEDE|||CLEAR_SKY|DAWN|2019-06-02T22:38:41.54
213||211|212|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-07T22:19:01.288
214||211|212|1||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:19:01.288
215||211|212|2||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:19:01.289
216||211|212|3||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:19:01.289
218||211|217|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-07T22:42:20.638
219||211|217|1||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:42:20.639
220||211|217|2||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:42:20.639
221||211|217|3||FEDE|||CLEAR_SKY|DAWN|2019-06-07T22:42:20.64
223||211|222|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:16:52.07
224||211|222|1||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:16:52.07
225||211|222|2||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:16:52.071
227||211|226|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:17:15.441
228||211|226|1||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:17:15.441
229||211|226|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:17:15.442
230||211|226|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:17:15.442
231||211|226|4||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:17:15.442
233||211|232|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:29:29.122
234||211|232|1||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:29:29.122
235||211|232|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:29:29.123
236||211|232|3||FEDE|||CLEAR_SKY|DAWN|2019-06-08T00:29:29.123
237||211|232|4||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T00:29:29.123
239||211|238|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T01:30:27.88
240||211|238|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T01:30:27.88
241||211|238|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T01:30:27.881
242||211|238|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T01:30:27.881
244||211|243|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T01:51:24.396
